plant_id,plant_name,origin,origin_info,growth_rate,growth_info,height_cm,height_info,light_demand,light_info,co2_demand,co2_info,thumbnail_url
181,Micranthemum callitrichoides 'Cuba',North America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/048B TC/2.png&crop=resize&class=product
182,Micranthemum glomeratum,North America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,5 - 15+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/048A/2.png&crop=resize&class=product
183,Micranthemum tweediei 'Monte Carlo',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/025 TC/2.png&crop=resize&class=product
184,Micranthemum tweediei 'Monte Carlo',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/025/2.png&crop=resize&class=product
185,Micranthemum umbrosum,North America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,10 - 15+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/048 ST/2.png&crop=resize&class=product
186,Micranthemum umbrosum,North America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,10 - 15+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/048/2.png&crop=resize&class=product
187,Microsorum - Anubias 'Duet',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008N YWX/2.png&crop=resize&class=product
188,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008 CLP/2.JPG&crop=resize&class=product
189,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008 XL/2.png&crop=resize&class=product
190,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008 YLS/2.png&crop=resize&class=product
191,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008 YWS/2.png&crop=resize&class=product
192,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008 YWX/2.png&crop=resize&class=product
193,Microsorum pteropus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008/2.png&crop=resize&class=product
194,Microsorum pteropus nano wood,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/501/2.png&crop=resize&class=product
195,Microsorum pteropus 'Narrow',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008A PCS/2.JPG&crop=resize&class=product
196,Microsorum pteropus 'Narrow',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008A YWS/2.png&crop=resize&class=product
197,Microsorum pteropus 'Narrow',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008A ZWS/2.png&crop=resize&class=product
198,Microsorum pteropus 'Narrow',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008A/2.png&crop=resize&class=product
199,Microsorum pteropus 'Trident',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008G YWS/2.png&crop=resize&class=product
200,Microsorum pteropus 'Trident',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 20+,Average height (cm) of the plant after two months in the tank.,Low,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Low,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008G ZWM/2.JPG&crop=resize&class=product
201,Microsorum pteropus 'Trident',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008G ZWS/2.png&crop=resize&class=product
202,Microsorum pteropus 'Trident',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,15 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008G/2.png&crop=resize&class=product
203,Microsorum pteropus 'Windeløv',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008B YWS/2.png&crop=resize&class=product
204,Microsorum pteropus 'Windeløv',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008B YWX/2.png&crop=resize&class=product
205,Microsorum pteropus 'Windeløv',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,Low,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Low,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008B ZWM/2.JPG&crop=resize&class=product
206,Microsorum pteropus 'Windeløv',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008B ZWS/2.png&crop=resize&class=product
207,Microsorum pteropus 'Windeløv',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,10 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/008B/2.png&crop=resize&class=product
208,Microsorum sp.,,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,-,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/500 OWX/2.png&crop=resize&class=product
209,Monosolenium tenerum,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/002C TC/2.png&crop=resize&class=product
210,Murdannia keisak,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,5 - 20+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/135/2.png&crop=resize&class=product
211,Myriophyllum mattogrossense,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/037/2.png&crop=resize&class=product
212,Myriophyllum sp. 'Guyana',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,10 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/037E TC/2.png&crop=resize&class=product
213,Nymphaea lotus,Africa,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/019/2.png&crop=resize&class=product
214,Nymphoides hydrophylla 'Taiwan',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,15 - 10+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/041B TC/2.png&crop=resize&class=product
215,Nymphoides hydrophylla 'Taiwan',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/041B/2.png&crop=resize&class=product
216,Phyllanthus fluitans,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/028 TC/2.png&crop=resize&class=product
217,Pogostemon deccanensis,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053F TC/2.png&crop=resize&class=product
218,Pogostemon deccanensis,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053F/2.png&crop=resize&class=product
219,Pogostemon helferi,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053H TC/2.png&crop=resize&class=product
220,Pogostemon helferi,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053H YLS/2.png&crop=resize&class=product
221,Pogostemon helferi,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 10+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053H/2.png&crop=resize&class=product
222,Pogostemon stellatus,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/053G/2.png&crop=resize&class=product
223,Proserpinaca palustris 'Cuba',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,10 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/037C TC/2.png&crop=resize&class=product
224,Ranunculus inundatus,Australia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,5 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/022C TC/2.png&crop=resize&class=product
225,Riccardia chamedryfolia,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/003D TC/2.PNG&crop=resize&class=product
226,Riccia fluitans,Cosmopolitan,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/001 TC/2.png&crop=resize&class=product
227,Rotala indica 'Bonsai',Cultivar,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Slow,Growth rate of the plant compared to other aquatic plants.,5 - 20+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/033E TC/2.png&crop=resize&class=product
228,Rotala macrandra,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/032 TC/2.png&crop=resize&class=product
229,Rotala rotundifolia,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/033 MP/2.png&crop=resize&class=product
230,Rotala rotundifolia,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/033 PCS/2.png&crop=resize&class=product
231,Rotala rotundifolia,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,15 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/033/2.png&crop=resize&class=product
232,Rotala rotundifolia 'Blood Red',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,5 - 20+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/032D TC/2.png&crop=resize&class=product
233,Rotala rotundifolia 'Green',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,20 - 30+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/033A TC/2.png&crop=resize&class=product
234,Rotala rotundifolia 'H'ra',Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,3 - 20+,Average height (cm) of the plant after two months in the tank.,Medium,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/032C TC/2.png&crop=resize&class=product
235,Rotala wallichii,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,10 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/032A TC/2.png&crop=resize&class=product
236,Sagittaria subulata,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,5 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/079 TC/2.png&crop=resize&class=product
237,Sagittaria subulata,South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,5 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/079/2.png&crop=resize&class=product
238,Sagittaria subulata 'Needle Leaf',South America,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,5 - 30+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",Medium,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/144 TC/2.PNG&crop=resize&class=product
239,Salvinia minima,Cosmopolitan,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/011 TC/2.png&crop=resize&class=product
240,Schismatoglottis prietoi,Asia,"Country or continent where a plant is the most common.
Cultivars arise or are bred in cultivation.",Medium,Growth rate of the plant compared to other aquatic plants.,3 - 5+,Average height (cm) of the plant after two months in the tank.,,"The average or medium light demand of an aquarium plant is 0,5 W/L.",,"A medium need in CO2 is 6-14 mg/L.
A high demand in CO2 is approx. 15-25 mg/L.",https://tropica.com/imagegen.ashx?width=200&image=/Plants/102 TC/2.png&crop=resize&class=product
